,סוג,שנה,יד,סמ״ק,מחיר,קילומטראז',סוג מנוע,תיבת הילוכים,צבע,תאריך עליה לכביש,טסט עד,בעלות נוכחית,מוכן להחלפה,מותאם לנכים,זיהום מירבי,אזור המכירה:,בעלות קודמת,שם הסוכנות:
915,פולקסווגן ג'טה,2017,2,1197,"55,900 ₪","117,000",בנזין,אוטומט,כסוף,12/2017,12/2022,פרטית,כן,לא,7,ראשון לציון,ליסינג,אוטו רומי
916,אאודי Q7,2021,1,2967,"595,000 ₪","7,000",דיזל,אוטומט,לבן פנינה,04/2021,04/2024,פרטית,כן,לא,15,אבן יהודה,,סיטיקאר סנטר 1999 בעמ
917,מרצדס GLE,2021,1,2925,לא צוין מחיר,"10,000",דיזל,אוטומט,שחור,06/2021,,פרטית,כן,לא,NaN,ראשון לציון,,אסף קארס
918,פולקסווגן טוארג,2013,3,2967,"125,000 ₪","162,000",דיזל,אוטומט,לבן,10/2013,10/2022,פרטית,לא,לא,15,עפולה,פרטית,בן
919,סיאט לאון,2016,1,1798,"114,900 ₪","108,000",בנזין,אוטומט,לבן שנהב,06/2016,06/2022,פרטית,כן,לא,12,כפר יונה,,סנטרל סוכנויות
920,יונדאי איוניק,2018,1,1580,"92,000 ₪","87,000",בנזין,אוטומט,לבן,08/2018,08/2022,ליסינג,לא,לא,NaN,פתח תקווה,,"פרי ירוחם חברה לרכב בע""מ"
921,רנו מגאן גראנד קופה,2020,3,1461,"92,000 ₪","18,000",דיזל,אוטומט,שחור,05/2020,05/2022,פרטית,לא,לא,6,אשקלון,פרטית,Scars
922,סקודה סופרב (2019 ואילך),2021,0,1984,לא צוין מחיר,,בנזין,אוטומט,אפור מטאלי,04/2021,04/2024,חברה,כן,לא,2,פתח תקווה,,פירסט מוטורס בע״מ
923,אופל אסטרה,2014,2,1364,"14,900 ₪","134,000",בנזין,אוטומט,אפור מטאלי,06/2014,06/2022,פרטית,כן,לא,14,יהוד מונוסון,השכרה,טרייד אין יהוד
924,שברולט אורלנדו,2013,3,1998,"33,900 ₪","201,000",דיזל,אוטומט,בז' מטאלי,03/2013,03/2022,פרטית,כן,לא,15,תל אביב יפו,פרטית,חנונה סימון
925,פורד מונדאו,2009,3,2261,"15,000 ₪","178,000",בנזין,אוטומט,ירוק בהיר,05/2009,05/2022,ליסינג,לא,לא,15,באר שבע,ליסינג,
926,יונדאי אקסנט (עד 2012),2006,3,1495,"2,900 ₪","220,000",בנזין,אוטומט,כסוף מטאלי,,,פרטית,לא,לא,NaN,תל אביב יפו,פרטית,
927,מאזדה 3,2010,3,1598,"23,000 ₪","177,000",בנזין,אוטומט,אפור עכבר,01/2010,01/2023,פרטית,לא,לא,15,עומר,פרטית,
928,טויוטה קורולה,2015,2,1598,"64,500 ₪","127,000",בנזין,אוטומט,לבן,06/2015,06/2022,פרטית,לא,לא,7,ירושלים,פרטית,
929,סקודה פאביה ספייס,2010,2,1197,"14,500 ₪","175,900",בנזין,ידנית,אפור מטאלי,08/2010,01/2023,פרטית,לא,לא,15,באר שבע,פרטית,
930,סיאט לאון,2011,2,1789,לא צוין מחיר,"160,000",בנזין,אוטומט,לבן,08/2011,07/2022,פרטית,לא,כן,15,נצרת,פרטית,
931,טויוטה יאריס,2015,2,1329,"58,000 ₪","82,000",בנזין,אוטומט,אפור מטאלי,01/2015,,פרטית,לא,לא,7,בית שמש,פרטית,
932,ב.מ.וו סדרה 5,2018,1,1998,"230,000 ₪",200,היברידי חשמל / בנזין,אוטומט,לבן פנינה,01/2018,,פרטית,לא,לא,14,כוכב מיכאל,,
933,יונדאי איוניק,2017,2,1580,"85,000 ₪","93,000",בנזין,אוטומט,לבן,10/2017,10/2022,פרטית,לא,לא,NaN,עפולה,ליסינג,
934,אאודי E-tron,2020,2,,"380,000 ₪","40,000",חשמלי,אוטומט,לבן פנינה,01/2020,04/2022,פרטית,לא,לא,1,ראש פינה,פרטית,
935,סיאט לאון,2021,1,1395,"190,000 ₪","4,000",היברידי חשמל / בנזין,אוטומט,שחור מטאלי,10/2021,10/2022,פרטית,לא,לא,1,גורן,,
936,ב.מ.וו סדרה 5,2019,2,1998,"290,000 ₪","85,000",היברידי חשמל / בנזין,אוטומט,שחור מטאלי,01/2019,01/2022,פרטית,לא,לא,1,יבנה,פרטית,
937,אופל אסטרה,2012,3,1956,לא צוין מחיר,"230,000",דיזל,אוטומט,לבן,08/2012,08/2022,פרטית,כן,לא,14,כרמיאל,פרטית,
938,יונדאי i10,2016,1,1248,לא צוין מחיר,"90,413",בנזין,אוטומט,כתום,11/2016,11/2022,פרטית,לא,לא,NaN,פתח תקווה,,סגל סער ציוד ורכב
939,פיג'ו 308,2015,2,1199,"55,000 ₪","75,000",בנזין,אוטומט,אדום,07/2015,07/2022,פרטית,לא,לא,10,תל אביב יפו,ליסינג,
940,הונדה סיוויק האצ'בק החדשה,2010,3,1799,"31,000 ₪","139,000",בנזין,אוטומט,אפור,06/2010,06/2022,פרטית,לא,לא,14,באר יעקב,פרטית,
941,פורד מוסטנג,2013,2,3700,"120,000 ₪","227,000",בנזין,אוטומט,כסוף,06/2013,07/2022,פרטית,לא,לא,15,באר שבע,פרטית,
942,פיג'ו 308,2010,2,1598,"12,500 ₪","110,000",בנזין,אוטומט,אפור מטאלי,11/2010,11/2021,פרטית,לא,לא,15,גן יבנה,פרטית,
943,סקודה ראפיד,2013,2,1390,"43,000 ₪","100,000",בנזין,אוטומט,אפור מטאלי,,09/2022,פרטית,לא,לא,14,רמת ישי,פרטית,
944,יונדאי סונטה הייבריד,2019,1,1999,לא צוין מחיר,"93,000",בנזין,אוטומט,כסוף מטאלי,02/2019,02/2022,פרטית,כן,לא,3,ירושלים,,סוכנות סאן יאנג ומוסך ראשי קיה
945,מאזדה 6,2019,2,2488,לא צוין מחיר,"30,000",בנזין,אוטומט,שחור מטאלי,02/2019,02/2022,פרטית,כן,כן,10,כפר כנא,פרטית,Rama car
946,קיה פיקנטו,2021,1,1197,"84,000 ₪",1,בנזין,אוטומט,לבן מטאלי,09/2021,09/2024,ליסינג,כן,לא,9,מעיליא,,טרייד אין יוסף
947,יונדאי i20,2016,2,1368,לא צוין מחיר,"119,000",בנזין,אוטומט,אפור עכבר,05/2016,05/2022,פרטית,כן,לא,13,טירת כרמל,ליסינג,M.B CARS
948,רנו מגאן גראנד קופה,2019,1,1461,"88,000 ₪","170,000",דיזל,אוטומט,אפור מטאלי,01/2019,01/2022,פרטית,לא,לא,4,עפולה,,בלו סקאי סניף צפון
949,סקודה קודיאק,2020,1,1968,לא צוין מחיר,"49,000",דיזל,אוטומט,שחור מטאלי,02/2020,02/2022,פרטית,כן,לא,14,אשדוד,,My car
950,קיה ספורטז',2017,2,1591,"77,900 ₪","138,000",בנזין,אוטומט,אפור מטאלי,07/2017,07/2022,פרטית,כן,לא,15,חיפה,ליסינג,בני גולן ליב סוכנויות רכב
951,וולוו S80,2015,1,1595,"55,500 ₪","200,000",בנזין,אוטומט,לבן,06/2015,06/2022,פרטית,כן,לא,14,פתח תקווה,,טרייד קאר פ'ת
952,פיג'ו 208,2017,1,1199,"37,000 ₪",128,בנזין,אוטומט,לבן,05/2017,05/2022,פרטית,לא,לא,7,נתניה,,אל דור אוטו קאר בעמ
953,אאודי A4,2013,3,1798,"49,000 ₪","157,000",בנזין,אוטומט,לבן,05/2013,04/2022,פרטית,לא,לא,14,ריינה,פרטית,בשיר שרותי רכב
954,ב.מ.וו סדרה 1,2019,1,1499,"135,000 ₪","77,136",בנזין,אוטומט,לבן,01/2019,01/2022,פרטית,לא,לא,8,ירושלים,,דלק מוטורס בעמ
955,ב.מ.וו סדרה 1,2011,2,1995,760 ₪ לחודש,"138,000",בנזין,אוטומט,לבן,10/2011,10/2022,פרטית,כן,לא,15,בת ים,פרטית,אוטו אלון
956,טויוטה אוריס הייבריד,2015,2,1798,"49,900 ₪","229,000",בנזין,אוטומט,אפור מטאלי,12/2015,12/2022,פרטית,לא,לא,3,נתניה,ליסינג,מכון בדיקה אוטו טסט
957,מרצדס E-Class Taxi,2021,1,1950,לא צוין מחיר,"23,000",דיזל,אוטומט,לבן פנינה,03/2021,,מונית,לא,לא,12,נופית,,אילן
958,אופל קורסה,2018,1,1398,"48,000 ₪","99,000",בנזין,אוטומט,כחול כהה,06/2018,06/2022,ליסינג,לא,לא,12,באר שבע,,א.ס קאר ליס בעמ
959,יונדאי איוניק,2017,3,1580,"67,000 ₪","157,000",בנזין,אוטומט,אפור עכבר,09/2017,09/2022,פרטית,כן,לא,NaN,רכסים,ליסינג,רפאל רכבים
960,אאודי A4,2018,1,1984,לא צוין מחיר,"25,000",בנזין,אוטומט,כסוף מטאלי,08/2018,08/2022,פרטית,כן,לא,14,חולון,,איי אר גיי מוטורס 2014 בעמ
961,אאודי S3,2011,3,1984,"85,000 ₪","126,000",בנזין,אוטומט,לבן מטאלי,02/2011,02/2022,פרטית,כן,לא,15,תל אביב יפו,פרטית,perez motors
